Account Code,Territory,Account Type,Key Account,Key Account Manager,Account Name,Account Manager
98052809,Hlath,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Hlath,None
87529405,Holondeth,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Holondeth,None
96326334,Huzuz,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Huzuz,None
53831588,Khaerbaal,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Khaerbaal,None
53430190,Krenalir,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Krenalir,None
10810480,Lyrabar,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Lyrabar,None
60584555,Malaxer,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Malaxer,None
51087166,Maralith,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Maralith,None
14929084,Marsember,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Marsember,None
55597433,Mereu,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Mereu,None
22425531,Messemprar,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Messemprar,None
66633788,Mithral Hall,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Mithral Hall,None
60553536,Mucklestones,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Mucklestones,None
72243188,Murann,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Murann,None
86051796,Mussum,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Mussum,None
63723562,Myratma,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Myratma,None
69762105,Nethyr,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Nethyr,None
67412459,Nexal,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Nexal,None
40866376,Old Vaelan,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Old Vaelan,None
70796439,Ordulin,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Ordulin,None
84718701,Paletorch,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Paletorch,None
68821736,Phannaskul,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Phannaskul,None
72332170,Port Nowhere,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Port Nowhere,None
58999482,Priapurl,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Priapurl,None
16844505,Riatavin,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Riatavin,None
97344356,Rivermoot,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Rivermoot,None
24014897,Secomber,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Secomber,None
20701773,Shamph,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Shamph,None
91768456,Silverymoon,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Silverymoon,None
68925132,Starmantle,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Starmantle,None
69068652,Surthay,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Surthay,None
72522978,Suzail,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Suzail,None
68412941,Telos City,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Telos City,None
67117716,Thindar,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Thindar,None
94935571,Toreus,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Toreus,None
88446526,Trademeet,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Trademeet,None
81102948,Velprintalar,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Velprintalar,None
54862026,Waterdeep,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Waterdeep,None
62813046,Yuthgalaunt,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Yuthgalaunt,None
88998012,Zabbasz,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Zabbasz,None
92865337,Zazesspur,Key Account,Lionshield Coster,Farore Din,Lionshield Coster Zazesspur,None
97036705,Whalebone Isles,No Key Account,No Key Account,No Key Account Manager,Liris's Potions & More Whalebone Isles,Deborah Novotná
29168212,Regent's Field,Private Buyer,Private Buyer,Magnus Mortensen,Lisa-Brown Regent's Field,Magnus Mortensen
38602218,Shamph,Private Buyer,Private Buyer,Magnus Mortensen,Lisa-Crespi Shamph,Magnus Mortensen
83348448,Zalazuu,Private Buyer,Private Buyer,Magnus Mortensen,Lola-Conesa-Gómez Zalazuu,Magnus Mortensen
26126103,Keltar,Private Buyer,Private Buyer,Magnus Mortensen,Loredana-Bettin Keltar,Magnus Mortensen
85166109,Grondsgrunn,No Key Account,No Key Account,No Key Account Manager,Lorenzo's Jewelry Grondsgrunn,Deborah Novotná
77050010,Mereu,Private Buyer,Private Buyer,Magnus Mortensen,Lori-Martinez Mereu,Magnus Mortensen
70865294,Friendly Arm Inn,Private Buyer,Private Buyer,Magnus Mortensen,Lori-Osborne Friendly Arm Inn,Magnus Mortensen
88791370,Citadel Adbarr,Private Buyer,Private Buyer,Magnus Mortensen,Louis-Roger-Coste Citadel Adbarr,Magnus Mortensen
70442498,Zazesspur,Private Buyer,Private Buyer,Magnus Mortensen,Lubomír-Bláha Zazesspur,Magnus Mortensen
98281610,Nykkar,Private Buyer,Private Buyer,Magnus Mortensen,Luchino-Pellegrini Nykkar,Magnus Mortensen
62956696,Grondsgrunn,Private Buyer,Private Buyer,Magnus Mortensen,Luciano-Rohleder Grondsgrunn,Magnus Mortensen
59444204,Nexal,No Key Account,No Key Account,No Key Account Manager,Ludmila's Adventuring Nexal,Connie Munoz
60140698,Sambar,No Key Account,No Key Account,No Key Account Manager,Ludmila's Ateliers Sambar,Szymon Joyce
82998540,Wyrmspine,No Key Account,No Key Account,No Key Account Manager,Ludmila's Bargain Bins Wyrmspine,Jérôme Dyrek
64873373,Sunderstaad,No Key Account,No Key Account,No Key Account Manager,Ludmila's Emporia Sunderstaad,Michael Howard
15116739,Mount Talath,No Key Account,No Key Account,No Key Account Manager,Ludmila's Garages Mount Talath,Danielle Kidawa
98209141,Mithral Hall,No Key Account,No Key Account,No Key Account Manager,Ludmila's Keepsakes Mithral Hall,Rachel Rychcik
66504718,Mithral Hall,Private Buyer,Private Buyer,Magnus Mortensen,Luigina-Comeriato-Pizzamano Mithral Hall,Magnus Mortensen
68441988,Waymoot,No Key Account,No Key Account,No Key Account Manager,Luis's Oils & Elixirs Waymoot,Malwina Calderón
66847668,Nykkar,No Key Account,No Key Account,No Key Account Manager,Luis's Tools & Kits Nykkar,Carolyn Scott
94558948,Lushpool,Key Account,Bardic College Union,Hector Lightbringer,Lushpool Bardic College,None
14609413,Lushpool,Key Account,House of Wonders,Aewynn Aasimar,Lushpool House of Wonders,None
55833642,Lushpool,Key Account,Nobility,Eric the Cleric,Lushpool Nobility,None
10201242,Lushpool,Key Account,Zhentarim,Josette Gonzalez,Lushpool Zhentarim,None
69596833,Maralith,No Key Account,No Key Account,No Key Account Manager,Lydan's Goblins & Go Maralith,Ralf-Dieter Materka
93503508,Riatavin,No Key Account,No Key Account,No Key Account Manager,Lydan's Tradeshops Riatavin,Mark Franceschi
27078561,Grondsgrunn,No Key Account,No Key Account,No Key Account Manager,Lynn's Cornerstores Grondsgrunn,Szymon Joyce
56592403,Bloodstone (Damara),No Key Account,No Key Account,No Key Account Manager,Lynn's Equipment & More Bloodstone (Damara),Lilly Álvaro
44514776,Maur-Eturo,No Key Account,No Key Account,No Key Account Manager,Lynn's Garages Maur-Eturo,Jérôme Dyrek
51977779,Priapurl,No Key Account,No Key Account,No Key Account Manager,Lynn's Goods Priapurl,Malwina Calderón
42825044,Tilbrand,No Key Account,No Key Account,No Key Account Manager,Lynn's Parlours Tilbrand,Rachel Rychcik
96894878,Krenalir,No Key Account,No Key Account,No Key Account Manager,Lynn's Wall-Market Krenalir,Malwina Calderón
91349711,Beregost,No Key Account,No Key Account,No Key Account Manager,Lynne's Workshops Beregost,Margaret Toscanini
62777758,Targos,No Key Account,No Key Account,No Key Account Manager,Lynorr's Cornerstores Targos,Michael Howard
17961790,Conyberry,No Key Account,No Key Account,No Key Account Manager,Lynorr's Trades & Such Conyberry,Corina Hendriks
96778549,Sambar,No Key Account,No Key Account,No Key Account Manager,Lynx's Rods & Staves Sambar,Rachel Rychcik
16203642,Mulsantir,No Key Account,No Key Account,No Key Account Manager,Lynx's Treasures Mulsantir,Paweł Trobbiani
85936005,Lyrabar,Key Account,House of Wonders,Aewynn Aasimar,Lyrabar House of Wonders,None
83297751,Lyrabar,Key Account,Nobility,Eric the Cleric,Lyrabar Nobility,None
82890901,Lyrabar,Key Account,Zhentarim,Josette Gonzalez,Lyrabar Zhentarim,None
17682268,Port Castigliar,No Key Account,No Key Account,No Key Account Manager,Maarika's Auctions Port Castigliar,Bridget Tichá
55056226,Heliogabalus,No Key Account,No Key Account,No Key Account Manager,Maarika's Workrooms Heliogabalus,Hans-Rainer Miller
98338914,Cedarspoke,No Key Account,No Key Account,No Key Account Manager,Madeleine's Weaponsmithing Cedarspoke,Rachel Rychcik
59209096,High Hold,No Key Account,No Key Account,No Key Account Manager,Maeve's Hammers High Hold,Jérôme Dyrek
55320070,Mussum,No Key Account,No Key Account,No Key Account Manager,Maeve's Tradeshops Mussum,Isabella Suda
22671817,Highrock,No Key Account,No Key Account,No Key Account Manager,Magaltie's Antiquities Highrock,Connie Munoz
84206994,Rogarsheim,No Key Account,No Key Account,No Key Account Manager,Magaltie's Artifacts Rogarsheim,Jeffrey Traetta
97898034,Kork,No Key Account,No Key Account,No Key Account Manager,Magaltie's Outlets Kork,Isabelle Vávrová
54930763,Waymoot,No Key Account,No Key Account,No Key Account Manager,Magaltie's Parlours Waymoot,Bruno Kadlec
93402454,Manshaka,No Key Account,No Key Account,No Key Account Manager,Magaltie's Rarities Manshaka,Connie Munoz
92613900,Athkatla,No Key Account,No Key Account,No Key Account Manager,Magdaléna's Acqusitions Athkatla,Noemí Brown
28287278,Zabbasz,No Key Account,No Key Account,No Key Account Manager,Magdaléna's Emporia Zabbasz,Febe Sullivan
24257214,Nethyr,No Key Account,No Key Account,No Key Account Manager,Maiden's Mounts Nethyr,Hans-Rainer Miller
35302503,Emmesh,No Key Account,No Key Account,No Key Account Manager,Maiden's Shops Emmesh,Federico Zirme
79504345,Dilpur,No Key Account,No Key Account,No Key Account Manager,Maiden's Wall-Market Dilpur,Ruperta Douglas
35221736,Keltar,Private Buyer,Private Buyer,Magnus Mortensen,Maite-Goñi-Bernat Keltar,Magnus Mortensen
54001364,Malaxer,Key Account,Bardic College Union,Hector Lightbringer,Malaxer Bardic College,None
64326493,Malaxer,Key Account,House of Wonders,Aewynn Aasimar,Malaxer House of Wonders,None
31566926,Malaxer,Key Account,Nobility,Eric the Cleric,Malaxer Nobility,None
80009373,Malaxer,Key Account,Sprite's & Spirits,Glandarok Lightheart,Malaxer Sprite's & Spirits,None
11897328,Malaxer,Key Account,Zhentarim,Josette Gonzalez,Malaxer Zhentarim,None
84417832,The Smoking Keep,Private Buyer,Private Buyer,Magnus Mortensen,Mallory-Velasquez The Smoking Keep,Magnus Mortensen
11732811,Priapurl,Private Buyer,Private Buyer,Magnus Mortensen,Manon-Renard-de-Bourgeois Priapurl,Magnus Mortensen
30104378,Halagard,No Key Account,No Key Account,No Key Account Manager,Manuel's Potions & More Halagard,Sandra Carlier
90634212,Maralith,Key Account,Bardic College Union,Hector Lightbringer,Maralith Bardic College,None
29314187,Maralith,Key Account,House of Wonders,Aewynn Aasimar,Maralith House of Wonders,None
25147405,Maralith,Key Account,Nobility,Eric the Cleric,Maralith Nobility,None
95371719,Maralith,Key Account,Sprite's & Spirits,Glandarok Lightheart,Maralith Sprite's & Spirits,None
85702920,Maralith,Key Account,Zhentarim,Josette Gonzalez,Maralith Zhentarim,None
68854642,Singing Sands,No Key Account,No Key Account,No Key Account Manager,Marc's Potions & Elixirs Singing Sands,Carrie Adams
36997577,Thindar,No Key Account,No Key Account,No Key Account Manager,Marc's Scrolls Thindar,Lilly Álvaro
76213772,The Nath,No Key Account,No Key Account,No Key Account Manager,Marcelo's Achery The Nath,Patrick Němcová
62785414,Elturel,No Key Account,No Key Account,No Key Account Manager,Marcelo's Instruments Elturel,Kryštof Šťastný
70585311,Korinn,No Key Account,No Key Account,No Key Account Manager,Marcelo's Livestock Korinn,Kristin Grifeo
71207248,Iljak,No Key Account,No Key Account,No Key Account Manager,Marcelo's Transports Iljak,Linda Hensley
42572808,Eltabbar,No Key Account,No Key Account,No Key Account Manager,Marcia's Factories Eltabbar,Josh Blanc
40734759,Hlath,No Key Account,No Key Account,No Key Account Manager,Marcus's Armor & Weapons Hlath,Hans-Rainer Miller
21709286,Saerloon,No Key Account,No Key Account,No Key Account Manager,Marcus's Auctions Saerloon,Sandra Carlier
71486950,Crimmor,No Key Account,No Key Account,No Key Account Manager,Marcus's Blades Crimmor,Carolyn Scott
17138630,Fireshear,No Key Account,No Key Account,No Key Account Manager,Marcus's Hammers & Anvils Fireshear,Ksawery Williams
44726197,Gnarhelm,No Key Account,No Key Account,No Key Account Manager,Marcus's Oddities Gnarhelm,Bridget Tichá
52428541,Fort Morninglord,No Key Account,No Key Account,No Key Account Manager,Marcus's Trades & Such Fort Morninglord,Patrick Němcová
62988977,Lushpool,No Key Account,No Key Account,No Key Account Manager,Marcus's Weaponsmithing Lushpool,François Lewis
64589152,Eveningstar,No Key Account,No Key Account,No Key Account Manager,Margaret's Cornerstores Eveningstar,Paulina Ellis
84444454,Baldur's Gate,No Key Account,No Key Account,No Key Account Manager,Margaret's Factories Baldur's Gate,Marleen Roy
76642140,Shimmerglade,No Key Account,No Key Account,No Key Account Manager,Maria's Garages Shimmerglade,Paulina Ellis
29142736,Farview,No Key Account,No Key Account,No Key Account Manager,Mariana's Merchandises Farview,François Lewis
57024307,Urmlaspyr,No Key Account,No Key Account,No Key Account Manager,Marianna's Books Urmlaspyr,Bruno Kadlec
63824710,Memnon,No Key Account,No Key Account,No Key Account Manager,Marianna's Boutiques Memnon,Josh Blanc
37872888,Crimmor,No Key Account,No Key Account,No Key Account Manager,Marianna's Goods Crimmor,Danielle Kidawa
98431691,Mithral Hall,No Key Account,No Key Account,No Key Account Manager,Marianna's Ioun Stones Mithral Hall,Veronica Humphrey
98645331,Ironfang Keep,No Key Account,No Key Account,No Key Account Manager,Marianna's Stables Ironfang Keep,Noemí Brown
75634442,Priapurl,No Key Account,No Key Account,No Key Account Manager,Marie's Warehouses Priapurl,Jeffrey Traetta
52823334,Caer Westphal,Private Buyer,Private Buyer,Magnus Mortensen,Marie-Čermáková Caer Westphal,Magnus Mortensen
58865243,Ravenstone,No Key Account,No Key Account,No Key Account Manager,Marika's Blades Ravenstone,Sandra Carlier
82059518,Elturel,No Key Account,No Key Account,No Key Account Manager,Marika's Mixtures Elturel,Corina Hendriks
75744304,Khaerbaal,No Key Account,No Key Account,No Key Account Manager,Marisa's Tools & Kits Khaerbaal,Ralf-Dieter Materka
28561500,Cedarspoke,No Key Account,No Key Account,No Key Account Manager,Marisa's Wall-Market Cedarspoke,Corina Hendriks
76313911,High Hold,Private Buyer,Private Buyer,Magnus Mortensen,Marissa-Avery High Hold,Magnus Mortensen
72640871,Iljak,Private Buyer,Private Buyer,Magnus Mortensen,Marissa-Hunter Iljak,Magnus Mortensen
42117315,Nethyr,No Key Account,No Key Account,No Key Account Manager,Mariusz's Distribution Centers Nethyr,Danielle Kidawa
78285111,Assur,No Key Account,No Key Account,No Key Account Manager,Mariusz's Goods Assur,Jeffrey Traetta
33501391,Mintarn,No Key Account,No Key Account,No Key Account Manager,Mariusz's Mounts Mintarn,François Lewis
39933588,Dwarven Valley,No Key Account,No Key Account,No Key Account Manager,Mark's Emporia Dwarven Valley,Isabelle Vávrová
90712984,Marsember,Key Account,Bardic College Union,Hector Lightbringer,Marsember Bardic College,None
44203190,Marsember,Key Account,House of Wonders,Aewynn Aasimar,Marsember House of Wonders,None
39659164,Marsember,Key Account,Nobility,Eric the Cleric,Marsember Nobility,None
45614752,Marsember,Key Account,Sprite's & Spirits,Glandarok Lightheart,Marsember Sprite's & Spirits,None
58154183,Marsember,Key Account,Zhentarim,Josette Gonzalez,Marsember Zhentarim,None
61800142,Caer Callidyrr,Private Buyer,Private Buyer,Magnus Mortensen,Martina-Briones-Grau Caer Callidyrr,Magnus Mortensen
47216940,Koko Nur,Private Buyer,Private Buyer,Magnus Mortensen,Martina-Mašková Koko Nur,Magnus Mortensen
12069630,Erebos,No Key Account,No Key Account,No Key Account Manager,Mary's Summons Erebos,Ksawery Williams
51609454,The Smoking Keep,Private Buyer,Private Buyer,Magnus Mortensen,Mary-Griffith The Smoking Keep,Magnus Mortensen
85434646,Cedarspoke,Private Buyer,Private Buyer,Magnus Mortensen,Mary-Hernandez Cedarspoke,Magnus Mortensen
93997804,Fireshear,Private Buyer,Private Buyer,Magnus Mortensen,María-Teresa-Cuervo-Mercader Fireshear,Magnus Mortensen
91562018,Telos City,No Key Account,No Key Account,No Key Account Manager,Mason's Equipment & More Telos City,Paweł Trobbiani
78580059,Gracklstugh,No Key Account,No Key Account,No Key Account Manager,Mason's Stables Gracklstugh,Yvonne Livingston
60521513,Berdusk,No Key Account,No Key Account,No Key Account Manager,Mason's Weaponsmithing Berdusk,Gabrielle Cameron
39435091,Kai Shan,No Key Account,No Key Account,No Key Account Manager,Mateusz's Armorsmithing Kai Shan,Noemí Brown
22067706,Emelone,No Key Account,No Key Account,No Key Account Manager,Matteo's Adventuring Gear Emelone,Bridget Tichá
23979497,Phant,No Key Account,No Key Account,No Key Account Manager,Matteo's Foundries Phant,Yvonne Livingston
74075773,Menzoberranzan,No Key Account,No Key Account,No Key Account Manager,Matteo's Keepsakes Menzoberranzan,Carrie Adams
16215745,Gnarhelm,No Key Account,No Key Account,No Key Account Manager,Matteo's Transports Gnarhelm,Gabrielle Cameron
68654064,Yhaunn,No Key Account,No Key Account,No Key Account Manager,Matteo's Wears Yhaunn,Connie Munoz
70431003,Eltabbar,No Key Account,No Key Account,No Key Account Manager,Matthew's Elixirs Eltabbar,Paulina Ellis
44761104,Valls,No Key Account,No Key Account,No Key Account Manager,Matthew's Ladl Valls,Ruperta Douglas
91494783,Velprintalar,No Key Account,No Key Account,No Key Account Manager,Matthew's Repositories Velprintalar,Corina Hendriks
31768237,Citadel Felbarr,Private Buyer,Private Buyer,Magnus Mortensen,Matthew-Arnold Citadel Felbarr,Magnus Mortensen
87823126,Memnonnar,Private Buyer,Private Buyer,Magnus Mortensen,Matthew-Jordan Memnonnar,Magnus Mortensen
41570483,Rivermoot,Private Buyer,Private Buyer,Magnus Mortensen,Matthieu-Voisin-Hernandez Rivermoot,Magnus Mortensen
80571767,Tilbrand,No Key Account,No Key Account,No Key Account Manager,Matěj's Hammers & Anvils Tilbrand,Ralf-Dieter Materka
99079015,Maur-Eturo,Key Account,House of Wonders,Aewynn Aasimar,Maur-Eturo House of Wonders,None
45669474,Neverwinter,Private Buyer,Private Buyer,Magnus Mortensen,Maurice-Gillet Neverwinter,Magnus Mortensen
44210045,Easting,Private Buyer,Private Buyer,Magnus Mortensen,Maurice-Richard-Bouvier Easting,Magnus Mortensen
81158386,Singing Sands,No Key Account,No Key Account,No Key Account Manager,Mavrek's Encounters Singing Sands,Rafał Jackson
27632209,Toreus,No Key Account,No Key Account,No Key Account Manager,Mavrek's Livestock Toreus,Connie Munoz
16298521,Goldenfields,No Key Account,No Key Account,No Key Account Manager,Mayte's Arcana Goldenfields,Jérôme Dyrek
34948885,Marsember,No Key Account,No Key Account,No Key Account Manager,Mayte's Oils & Elixirs Marsember,Margaret Toscanini
18321329,Iriaesbor,No Key Account,No Key Account,No Key Account Manager,Meek Transports Iriaesbor,Jeffrey Traetta
64927919,Conyberry,No Key Account,No Key Account,No Key Account Manager,Melchor's Armor & Weapons Conyberry,Bridget Tichá
89041388,Kai Shan,Private Buyer,Private Buyer,Magnus Mortensen,Melchor-Guzman-Arenas Kai Shan,Magnus Mortensen
96242386,Blingdenstone,No Key Account,No Key Account,No Key Account Manager,Melissa's Blacksmithing Blingdenstone,Rachel Rychcik
69177015,Shimmerglade,Private Buyer,Private Buyer,Magnus Mortensen,Melissa-Choi Shimmerglade,Magnus Mortensen
50756752,Mereu,Key Account,Bardic College Union,Hector Lightbringer,Mereu Bardic College,None
56104983,Mereu,Key Account,House of Wonders,Aewynn Aasimar,Mereu House of Wonders,None
92604681,Mereu,Key Account,Sprite's & Spirits,Glandarok Lightheart,Mereu Sprite's & Spirits,None
31940319,Nethyr,Private Buyer,Private Buyer,Magnus Mortensen,Meryem-Ernst-B.Sc. Nethyr,Magnus Mortensen
12063030,Messemprar,Key Account,Bardic College Union,Hector Lightbringer,Messemprar Bardic College,None
63550902,Messemprar,Key Account,House of Wonders,Aewynn Aasimar,Messemprar House of Wonders,None
40225880,Messemprar,Key Account,Nobility,Eric the Cleric,Messemprar Nobility,None
79617698,Messemprar,Key Account,Sprite's & Spirits,Glandarok Lightheart,Messemprar Sprite's & Spirits,None
46993211,Messemprar,Key Account,Zhentarim,Josette Gonzalez,Messemprar Zhentarim,None
99284345,Nyth,No Key Account,No Key Account,No Key Account Manager,Micaela's Arcana Nyth,Linda Hensley
95765754,Telos City,No Key Account,No Key Account,No Key Account Manager,Micaela's Potions & Elixirs Telos City,Febe Sullivan
41081195,Scornubel,No Key Account,No Key Account,No Key Account Manager,Micaela's Prospecting Scornubel,François Lewis
25346184,Emelone,No Key Account,No Key Account,No Key Account Manager,Micaela's Rarities Emelone,Marleen Roy
19887336,Bloodstone (Vaasa),No Key Account,No Key Account,No Key Account Manager,Micaela's Workshops Bloodstone (Vaasa),Jérôme Dyrek
96167020,Duskan,No Key Account,No Key Account,No Key Account Manager,Michael's Adventuring Gear Duskan,Gabrielle Cameron
92931537,Tilbrand,No Key Account,No Key Account,No Key Account Manager,Michael's Books Tilbrand,William Coste
58375136,Proskur,No Key Account,No Key Account,No Key Account Manager,Michael's Solutions Proskur,Bruno Kadlec
39553375,New Sarshel,No Key Account,No Key Account,No Key Account Manager,Michael's Stores New Sarshel,Marleen Roy
11340243,Luskan,No Key Account,No Key Account,No Key Account Manager,Michal's Armor & Weapons Luskan,Noemí Brown
24317089,Emelone,No Key Account,No Key Account,No Key Account Manager,Michal's Potions & More Emelone,Mark Franceschi
60347021,Alaghon,No Key Account,No Key Account,No Key Account Manager,Michał's Horses Alaghon,Lilly Álvaro
60186672,Darromar,Private Buyer,Private Buyer,Magnus Mortensen,Michał-Hartman Darromar,Magnus Mortensen
20532241,Mintarn,Private Buyer,Private Buyer,Magnus Mortensen,Michele-Howard Mintarn,Magnus Mortensen
73513532,Helm's Hold,No Key Account,No Key Account,No Key Account Manager,Miguel's Arcana Helm's Hold,Bridget Tichá
70553098,Mithral Hall,No Key Account,No Key Account,No Key Account Manager,Milada's Tradeshops Mithral Hall,Carolyn Scott
63628490,Helm's Hold,No Key Account,No Key Account,No Key Account Manager,Miller's Adventuring Helm's Hold,Szymon Joyce
76669105,Pengram,No Key Account,No Key Account,No Key Account Manager,Miller's Stores Pengram,Saban Henderson
44343363,Kai Shan,No Key Account,No Key Account,No Key Account Manager,Miloslava's Rarities Kai Shan,Kristin Grifeo
21652469,Secomber,No Key Account,No Key Account,No Key Account Manager,Miloslava's Stocks Secomber,Jeffrey Traetta
98088436,Theshburl,Private Buyer,Private Buyer,Magnus Mortensen,Mindy-Castro Theshburl,Magnus Mortensen
38894870,Erebos,Private Buyer,Private Buyer,Magnus Mortensen,Minna-Häring-B.Sc. Erebos,Magnus Mortensen
14426731,Mirabar,Key Account,Bardic College Union,Hector Lightbringer,Mirabar Bardic College,None
20665448,Mirabar,Key Account,House of Wonders,Aewynn Aasimar,Mirabar House of Wonders,None
51170757,Darromar,Private Buyer,Private Buyer,Magnus Mortensen,Miroslav-Urban Darromar,Magnus Mortensen
20000800,Lhuvenhead,No Key Account,No Key Account,No Key Account Manager,Miser's Aviation Lhuvenhead,Veronica Humphrey
86566972,Scornubel,No Key Account,No Key Account,No Key Account Manager,Miser's Books Scornubel,Christina Hendrix
11512638,Nexal,Private Buyer,Private Buyer,Magnus Mortensen,Miss-Amanda-Tucker Nexal,Magnus Mortensen
91171424,Khaerbaal,Private Buyer,Private Buyer,Magnus Mortensen,Miss-Jade-Hooper Khaerbaal,Magnus Mortensen
33057327,Lundeth,Private Buyer,Private Buyer,Magnus Mortensen,Mitchell-Olson Lundeth,Magnus Mortensen
54869887,Mithral Hall,Key Account,Bardic College Union,Hector Lightbringer,Mithral Hall Bardic College,None
50912713,Mithral Hall,Key Account,House of Wonders,Aewynn Aasimar,Mithral Hall House of Wonders,None
77617294,Mithral Hall,Key Account,Nobility,Eric the Cleric,Mithral Hall Nobility,None
51433501,Mithral Hall,Key Account,Sprite's & Spirits,Glandarok Lightheart,Mithral Hall Sprite's & Spirits,None
91027631,Mithral Hall,Key Account,Zhentarim,Josette Gonzalez,Mithral Hall Zhentarim,None
63660408,Amphail,No Key Account,No Key Account,No Key Account Manager,Modified Boutiques Amphail,Apolonia Zacharek
94980649,Krenalir,No Key Account,No Key Account,No Key Account Manager,Modified Stocks Krenalir,Michael Howard
57741122,Shamph,Private Buyer,Private Buyer,Magnus Mortensen,Molly-Perez Shamph,Magnus Mortensen
58214839,Purple Rock Isles,Private Buyer,Private Buyer,Magnus Mortensen,Monica-Hernandez Purple Rock Isles,Magnus Mortensen
37302748,Mussum,No Key Account,No Key Account,No Key Account Manager,Monique's Aviation Mussum,Carolyn Scott
51734523,Velen,No Key Account,No Key Account,No Key Account Manager,Monique's Factories Velen,Ksawery Williams
76456506,Athkatla,No Key Account,No Key Account,No Key Account Manager,Monique's Horses Athkatla,Michael Howard
96928354,Mount Talath,No Key Account,No Key Account,No Key Account Manager,Monique's Ladl Mount Talath,Veronica Humphrey
41851160,Morningstar Hollows,Key Account,Bardic College Union,Hector Lightbringer,Morningstar Hollows Bardic College,None
66540588,Morningstar Hollows,Key Account,House of Wonders,Aewynn Aasimar,Morningstar Hollows House of Wonders,None
24281476,Morningstar Hollows,Key Account,Sprite's & Spirits,Glandarok Lightheart,Morningstar Hollows Sprite's & Spirits,None
17400067,Malaxer,No Key Account,No Key Account,No Key Account Manager,Mortal Distribution Centers Malaxer,Szymon Joyce
99252807,Pengram,No Key Account,No Key Account,No Key Account Manager,Mortal Plants Pengram,William Coste
37047328,Athkatla,No Key Account,No Key Account,No Key Account Manager,Mortal Summons Athkatla,Connie Munoz
52158156,Mount Talath,Key Account,House of Wonders,Aewynn Aasimar,Mount Talath House of Wonders,None
75298501,Mount Talath,Key Account,Nobility,Eric the Cleric,Mount Talath Nobility,None
32709704,Mount Talath,Key Account,Sprite's & Spirits,Glandarok Lightheart,Mount Talath Sprite's & Spirits,None
89219703,Mount Talath,Key Account,Zhentarim,Josette Gonzalez,Mount Talath Zhentarim,None
99201057,Gauntlgrym,Private Buyer,Private Buyer,Magnus Mortensen,Mr.-Matthew-Reyes Gauntlgrym,Magnus Mortensen
91338306,Mucklestones,Key Account,House of Wonders,Aewynn Aasimar,Mucklestones House of Wonders,None
10968367,Mulsantir,Key Account,Bardic College Union,Hector Lightbringer,Mulsantir Bardic College,None
39803592,Mulsantir,Key Account,House of Wonders,Aewynn Aasimar,Mulsantir House of Wonders,None
34898152,Mulsantir,Key Account,Nobility,Eric the Cleric,Mulsantir Nobility,None
92835398,Mulsantir,Key Account,Sprite's & Spirits,Glandarok Lightheart,Mulsantir Sprite's & Spirits,None
21227701,Murann,Key Account,House of Wonders,Aewynn Aasimar,Murann House of Wonders,None
55325300,Murann,Key Account,Nobility,Eric the Cleric,Murann Nobility,None
99614030,Murann,Key Account,Sprite's & Spirits,Glandarok Lightheart,Murann Sprite's & Spirits,None
91890677,Murann,Key Account,Zhentarim,Josette Gonzalez,Murann Zhentarim,None
